"","project","cell_specimen_id","cell_specimen_name","hemisphere","structure","donor_id","donor_name","biological_sex","age","ethnicity","medical_conditions","full_genotype","dendrite_type","apical_dendrite_status","neuron_reconstruction_type","cell_soma_normalized_depth","depth_from_pia_um","ephys_session_id","transcriptomics_sample_id","transcriptomics_batch","corresponding_AIT2.3.1_ID","corresponding_AIT2.3.1_alias","subclass"
"3371","mIVSCC-MET",817957562,"Pvalb-IRES-Cre;Ai14-440449.04.01.01","left","VISp5",440449,"Pvalb-IRES-Cre;Ai14-440449","M","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,817957383,"SM.GE5W2_S001_E1.50","RSC-198","","",""
"3372","mIVSCC-MET",817957684,"Pvalb-IRES-Cre;Ai14-440449.04.02.02","right","VISp5",440449,"Pvalb-IRES-Cre;Ai14-440449","M","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,817957616,"SM.GE5TI_S188_E1.50","RSC-197","CS180626100059","Pvalb Tpbg","Pvalb"
"3373","mIVSCC-MET",817981788,"Pvalb-IRES-Cre;Ai14-440449.04.01.02","left","VISl4",440449,"Pvalb-IRES-Cre;Ai14-440449","M","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,817981707,"SM.GE5W2_S002_E1.50","RSC-198","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"3374","mIVSCC-MET",817989178,"Pvalb-IRES-Cre;Ai14-440449.04.02.03","right","VISp6a",440449,"Pvalb-IRES-Cre;Ai14-440449","M","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,817989121,"SM.GE5TI_S189_E1.50","RSC-197","CS180626100057","Pvalb Reln Tac1","Pvalb"
"3375","mIVSCC-MET",817996096,"Pvalb-IRES-Cre;Ai14-440449.03.01.01","left","VISli2/3",440449,"Pvalb-IRES-Cre;Ai14-440449","M","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,817996055,"SM.GE5TI_S192_E1.50","RSC-197","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"3376","mIVSCC-MET",817996215,"Pvalb-IRES-Cre;Ai14-440449.04.01.03","left","VISl5",440449,"Pvalb-IRES-Cre;Ai14-440449","M","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,817996130,"SM.GE5W2_S003_E1.50","RSC-198","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"3377","mIVSCC-MET",817999859,"Pvalb-IRES-Cre;Ai14-440449.05.02.01","right","VISp5",440449,"Pvalb-IRES-Cre;Ai14-440449","M","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,817999835,"SM.GE5TI_S190_E1.50","RSC-197","CS180626100053","Pvalb Akr1c18 Ntf3","Pvalb"
"3378","mIVSCC-MET",818003838,"Pvalb-IRES-Cre;Ai14-440449.05.02.02","right","VISp5",440449,"Pvalb-IRES-Cre;Ai14-440449","M","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,818003817,"SM.GE5TI_S191_E1.50","RSC-197","CS180626100059","Pvalb Tpbg","Pvalb"
"3379","mIVSCC-MET",818023203,"Pvalb-IRES-Cre;Ai14-440449.05.01.02","left","VISp2/3",440449,"Pvalb-IRES-Cre;Ai14-440449","M","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,818023157,"SM.GE5W2_S004_E1.50","RSC-198","CS180626100059","Pvalb Tpbg","Pvalb"
"3380","mIVSCC-MET",818550823,"Sst-IRES-Cre;Ai167-441787.04.02.01","right","VISp6a",441787,"Sst-IRES-Cre;Ai167-441787","M","P51",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,818550615,"SM.GE5W2_S022_E1.50","RSC-198","CS180626100050","Sst Nts","Sst"
"3381","mIVSCC-MET",818575729,"Sst-IRES-Cre;Ai167-441787.04.02.02","right","VISp6a",441787,"Sst-IRES-Cre;Ai167-441787","M","P51",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,818575550,"SM.GE5W2_S023_E1.50","RSC-198","CS180626100054","Pvalb Calb1 Sst","Pvalb"
"3382","mIVSCC-MET",818575975,"Sst-IRES-Cre;Ai167-441787.05.02.01","right","VISpm5",441787,"Sst-IRES-Cre;Ai167-441787","M","P51",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,818575811,"SM.GE5W2_S029_E1.50","RSC-198","CS180626100044","Sst Crhr2 Efemp1","Sst"
"3383","mIVSCC-MET",818606366,"Sst-IRES-Cre;Ai167-441787.06.02.01","right","VISp5",441787,"Sst-IRES-Cre;Ai167-441787","M","P51",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,818606107,"SM.GE5W2_S015_E1.50","RSC-198","CS180626100030","Sst Chodl","Sst"
"3384","mIVSCC-MET",818635254,"Sst-IRES-Cre;Ai167-441787.06.02.02","right","VISpm2/3",441787,"Sst-IRES-Cre;Ai167-441787","M","P51",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,818634932,"SM.GE5W2_S016_E1.50","RSC-198","CS180626100030","Sst Chodl","Sst"
"3385","mIVSCC-MET",818650083,"Sst-IRES-Cre;Ai167-441787.04.02.03","right","VISpm5",441787,"Sst-IRES-Cre;Ai167-441787","M","P51",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,818649871,"SM.GE5W2_S024_E1.50","RSC-198","CS180626100039","Sst Chrna2 Glra3","Sst"
"3386","mIVSCC-MET",818655994,"Sst-IRES-Cre;Ai167-441787.05.01.01","left","VISp6a",441787,"Sst-IRES-Cre;Ai167-441787","M","P51",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,818655850,"SM.GE5W2_S038_E1.50","RSC-198","CS180626100045","Sst Crh 4930553C11Rik ","Sst"
"3387","mIVSCC-MET",818656110,"Sst-IRES-Cre;Ai167-441787.06.02.03","right","VISp5",441787,"Sst-IRES-Cre;Ai167-441787","M","P51",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,818656034,"SM.GE5W2_S017_E1.50","RSC-198","CS180626100030","Sst Chodl","Sst"
"3388","mIVSCC-MET",818723197,"Sst-IRES-Cre;Ai167-441787.06.01.01","left","VISp5",441787,"Sst-IRES-Cre;Ai167-441787","M","P51",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,818722834,"SM.GE5W2_S026_E1.50","RSC-198","CS180626100037","Sst Myh8 Etv1 ","Sst"
"3389","mIVSCC-MET",818741456,"Sst-IRES-Cre;Ai167-441787.06.01.02","left","VISpm5",441787,"Sst-IRES-Cre;Ai167-441787","M","P51",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,818741341,"SM.GE5W2_S027_E1.50","RSC-198","CS180626100037","Sst Myh8 Etv1 ","Sst"
"3390","mIVSCC-MET",818757727,"Pvalb-IRES-Cre;Ai14-440450.04.01.01","left","VISp2/3",440450,"Pvalb-IRES-Cre;Ai14-440450","M","P57",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,818757644,"SM.GE5W2_S012_E1.50","RSC-198","CS180626100059","Pvalb Tpbg","Pvalb"
"3391","mIVSCC-MET",818764264,"Pvalb-IRES-Cre;Ai14-440450.03.01.01","left","VISp5",440450,"Pvalb-IRES-Cre;Ai14-440450","M","P57",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,818764156,"SM.GE5W2_S019_E1.50","RSC-198","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"3392","mIVSCC-MET",818781751,"Sst-IRES-Cre;Ai167-441787.06.01.03","left","VISp6a",441787,"Sst-IRES-Cre;Ai167-441787","M","P51",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,818781538,"SM.GE5W2_S028_E1.50","RSC-198","CS180626100044","Sst Crhr2 Efemp1","Sst"
"3393","mIVSCC-MET",818792182,"Pvalb-IRES-Cre;Ai14-440450.04.01.02","left","VISp6a",440450,"Pvalb-IRES-Cre;Ai14-440450","M","P57",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.808311604405895,NA,818791899,"SM.GE5W2_S013_E1.50","RSC-198","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"3394","mIVSCC-MET",818811232,"Pvalb-IRES-Cre;Ai14-440450.04.02.01","right","VISp6a",440450,"Pvalb-IRES-Cre;Ai14-440450","M","P57",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,818811104,"SM.GE5W2_S011_E1.50","RSC-198","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"3395","mIVSCC-MET",819552620,"Sst-IRES-Cre;Ai167-441789.03.01.01","left","VISp4",441789,"Sst-IRES-Cre;Ai167-441789","F","P53",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,819552332,"SM.GE5W2_S056_E1.50","RSC-198","CS180626100043","Sst Hpse Cbln4","Sst"
"3396","mIVSCC-MET",819616878,"Sst-IRES-Cre;Ai167-441789.04.02.01","right","VISpm5",441789,"Sst-IRES-Cre;Ai167-441789","F","P53",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,819616667,"SM.GE5W2_S066_E1.50","RSC-198","CS180626100033","Sst Tac1 Tacr3","Sst"
"3397","mIVSCC-MET",819722973,"Sst-IRES-Cre;Ai167-441789.04.01.02","left","VISp2/3",441789,"Sst-IRES-Cre;Ai167-441789","F","P53",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,819722739,"SM.GE5W2_S072_E1.50","RSC-198","CS180626100033","Sst Tac1 Tacr3","Sst"
"3398","mIVSCC-MET",819739061,"Sst-IRES-Cre;Ai167-441789.03.02.02","right","VISp5",441789,"Sst-IRES-Cre;Ai167-441789","F","P53",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,819738763,"SM.GE5W2_S071_E1.50","RSC-198","CS180626100054","Pvalb Calb1 Sst","Pvalb"
"3399","mIVSCC-MET",819777399,"Sst-IRES-Cre;Ai167-441789.02.01.01","left","VISp4",441789,"Sst-IRES-Cre;Ai167-441789","F","P53",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,819777273,"SM.GE5W2_S073_E1.50","RSC-198","CS180626100035","Sst Calb2 Pdlim5","Sst"
"3400","mIVSCC-MET",819793287,"Sst-IRES-Cre;Ai167-441789.06.02.01","right","VISpm5",441789,"Sst-IRES-Cre;Ai167-441789","F","P53",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,819792907,"SM.GE5W2_S068_E1.50","RSC-198","CS180626100037","Sst Myh8 Etv1 ","Sst"
"3401","mIVSCC-MET",819802541,"Sst-IRES-Cre;Ai167-441789.02.01.02","left","VISp5",441789,"Sst-IRES-Cre;Ai167-441789","F","P53",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,819802323,"SM.GE5W2_S074_E1.50","RSC-198","CS180626100037","Sst Myh8 Etv1 ","Sst"
"3402","mIVSCC-MET",819836801,"Sst-IRES-Cre;Ai167-441789.06.02.02","right","VISp5",441789,"Sst-IRES-Cre;Ai167-441789","F","P53",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,819836377,"SM.GE5W2_S069_E1.50","RSC-198","CS180626100037","Sst Myh8 Etv1 ","Sst"
"3403","mIVSCC-MET",819864229,"Sst-IRES-Cre;Ai167-441789.02.01.03","left","VISp2/3",441789,"Sst-IRES-Cre;Ai167-441789","F","P53",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,819863980,"SM.GE5W2_S075_E1.50","RSC-198","CS180626100032","Sst Tac1 Htr1d","Sst"
"3404","mIVSCC-MET",820157886,"Pvalb-IRES-Cre;Ai14-440451.03.02.01","right","VISp4",440451,"Pvalb-IRES-Cre;Ai14-440451","M","P59",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,820156970,"SM.GE5W2_S054_E1.50","RSC-198","CS180626100059","Pvalb Tpbg","Pvalb"
"3405","mIVSCC-MET",820693888,"Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440917.04.02.01","right","VISp5",440917,"Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440917","F","P58",NA,NA,"Htr3a-Cre_NO152/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,820693555,"SM.GE5W2_S076_E1.50","RSC-198","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"3406","mIVSCC-MET",820747811,"Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440917.03.02.01","right","VISp2/3",440917,"Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440917","F","P58",NA,NA,"Htr3a-Cre_NO152/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,820747555,"SM.GE5W2_S079_E1.50","RSC-198","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"3407","mIVSCC-MET",820754704,"Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440917.02.02.01","right","VISp2/3",440917,"Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440917","F","P58",NA,NA,"Htr3a-Cre_NO152/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"full",0.239750624855395,NA,820754478,"SM.GE5W2_S077_E1.50","RSC-198","CS180626100032","Sst Tac1 Htr1d","Sst"
"3408","mIVSCC-MET",820815161,"Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440917.05.02.01","right","VISp5",440917,"Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440917","F","P58",NA,NA,"Htr3a-Cre_NO152/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,820814908,"SM.GE5W2_S080_E1.50","RSC-198","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"3409","mIVSCC-MET",820862134,"Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440917.05.01.01","left","VISp5",440917,"Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440917","F","P58",NA,NA,"Htr3a-Cre_NO152/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,820861869,"SM.GE5W2_S089_E1.50","RSC-198","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"3410","mIVSCC-MET",820897104,"Pvalb-IRES-Cre;Ai14-440452.04.02.01","right","VISp5",440452,"Pvalb-IRES-Cre;Ai14-440452","M","P60",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.647533165143408,NA,820896977,"SM.GE5W2_S078_E1.50","RSC-198","CS180626100057","Pvalb Reln Tac1","Pvalb"
"3411","mIVSCC-MET",820917420,"Pvalb-IRES-Cre;Ai14-440452.02.02.01","right","VISpor4",440452,"Pvalb-IRES-Cre;Ai14-440452","M","P60",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,820917169,"SM.GE5W2_S090_E1.50","RSC-198","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"3412","mIVSCC-MET",820945667,"Sst-IRES-Cre;Ai167-441789.05.01.02","left","VISp2/3",441789,"Sst-IRES-Cre;Ai167-441789","F","P53",NA,NA,"Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt","aspiny",NA,"",NA,NA,820945632,"SM.GE5W2_S058_E1.50","RSC-198","CS180626100033","Sst Tac1 Tacr3","Sst"
"3413","mIVSCC-MET",821563005,"Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440916.03.01.01","left","VISp6a",440916,"Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440916","M","P62",NA,NA,"Htr3a-Cre_NO152/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"full",0.784748428847123,NA,821562677,"SM.GE4RC_S048_E1.50","RSC-199","CS180626100053","Pvalb Akr1c18 Ntf3","Pvalb"
"3414","mIVSCC-MET",821594273,"Ndnf-IRES2-dgCre;Ai14-442794.03.01.01","left","VISp1",442794,"Ndnf-IRES2-dgCre;Ai14-442794","M","P53",NA,NA,"Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,821593998,"SM.GE4RC_S044_E1.50","RSC-199","CS180626100005","Lamp5 Plch2 Dock5","Lamp5"
"3415","mIVSCC-MET",821652024,"Ndnf-IRES2-dgCre;Ai14-442794.04.01.02","left","VISp1",442794,"Ndnf-IRES2-dgCre;Ai14-442794","M","P53",NA,NA,"Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,821651729,"SM.GE4RC_S036_E1.50","RSC-199","CS180626100005","Lamp5 Plch2 Dock5","Lamp5"
"3416","mIVSCC-MET",821771315,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829.05.02.01","right","VISl5",441829,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829","F","P58",NA,NA,"Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"full",0.662979176435422,NA,821771138,"SM.GE4RC_S039_E1.50","RSC-199","CS180626100039","Sst Chrna2 Glra3","Sst"
"3417","mIVSCC-MET",821774757,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829.04.02.01","right","VISl5",441829,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829","F","P58",NA,NA,"Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"full",0.701991728911324,NA,821774538,"SM.GE4RC_S049_E1.50","RSC-199","CS180626100036","Sst Nr2f2 Necab1","Sst"
"3418","mIVSCC-MET",821788449,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829.05.02.02","right","VISp5",441829,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829","F","P58",NA,NA,"Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"full",0.685722413124661,NA,821788242,"SM.GE4RC_S040_E1.50","RSC-199","CS180626100036","Sst Nr2f2 Necab1","Sst"
"3419","mIVSCC-MET",821813629,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829.05.02.03","right","VISp6a",441829,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829","F","P58",NA,NA,"Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,821813506,"SM.GE4RC_S041_E1.50","RSC-199","CS180626100046","Sst Esm1","Sst"
"3420","mIVSCC-MET",821845429,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829.04.02.04","right","VISp6a",441829,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829","F","P58",NA,NA,"Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,821845244,"SM.GE4RC_S050_E1.50","RSC-199","CS180626100038","Sst Myh8 Fibin","Sst"
"3421","mIVSCC-MET",821863866,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829.03.02.01","right","VISpl6a",441829,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-441829","F","P58",NA,NA,"Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,821863648,"SM.GE4RC_S046_E1.50","RSC-199","CS180626100047","Sst Tac2 Tacstd2","Sst"
"3422","mIVSCC-MET",821882938,"Pvalb-IRES-Cre;Ai14-442767.04.02.01","right","VISp6a",442767,"Pvalb-IRES-Cre;Ai14-442767","M","P53",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,821882770,"SM.GE4RC_S042_E1.50","RSC-199","CS180626100053","Pvalb Akr1c18 Ntf3","Pvalb"
"3423","mIVSCC-MET",821907565,"Pvalb-IRES-Cre;Ai14-442767.04.02.02","right","VISp5",442767,"Pvalb-IRES-Cre;Ai14-442767","M","P53",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.727842816173698,NA,821907453,"SM.GE4RC_S043_E1.50","RSC-199","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"3424","mIVSCC-MET",821917200,"Pvalb-IRES-Cre;Ai14-442767.03.01.01","left","VISl5",442767,"Pvalb-IRES-Cre;Ai14-442767","M","P53",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,821917133,"SM.GE4RC_S047_E1.50","RSC-199","CS180626100059","Pvalb Tpbg","Pvalb"
"3425","mIVSCC-MET",823230158,"Glt25d2-Cre_NF107;Ai14-442297.04.02.02","right","VISp2/3",442297,"Glt25d2-Cre_NF107;Ai14-442297","M","P57",NA,NA,"Glt25d2-Cre_NF107/wt;Ai14(RCL-tdT)/wt","spiny","notchecked","",NA,NA,823230067,"SM.GE4RC_S067_E1.50","RSC-199","","",""
"3426","mIVSCC-MET",823231829,"Glt25d2-Cre_NF107;Ai14-442297.04.01.02","left","VISp2/3",442297,"Glt25d2-Cre_NF107;Ai14-442297","M","P57",NA,NA,"Glt25d2-Cre_NF107/wt;Ai14(RCL-tdT)/wt","spiny","notchecked","",NA,NA,823231686,"SM.GE4RC_S053_E1.50","RSC-199","","",""
"3427","mIVSCC-MET",823236692,"Pvalb-IRES-Cre;Ai14-442768.04.02.01","right","VISp5",442768,"Pvalb-IRES-Cre;Ai14-442768","M","P55",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,823236595,"SM.GE4RC_S058_E1.50","RSC-199","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"3428","mIVSCC-MET",823242988,"Pvalb-IRES-Cre;Ai14-442768.04.01.01","left","VISp5",442768,"Pvalb-IRES-Cre;Ai14-442768","M","P55",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,823242845,"SM.GE4RC_S054_E1.50","RSC-199","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"3429","mIVSCC-MET",823253200,"Pvalb-IRES-Cre;Ai14-442768.05.01.01","left","VISp2/3",442768,"Pvalb-IRES-Cre;Ai14-442768","M","P55",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.18678677823666,NA,823253092,"SM.GE4RC_S065_E1.50","RSC-199","CS180626100033","Sst Tac1 Tacr3","Sst"
"3430","mIVSCC-MET",823261804,"Pvalb-IRES-Cre;Ai14-442768.04.02.02","right","VISp5",442768,"Pvalb-IRES-Cre;Ai14-442768","M","P55",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,823261653,"SM.GE4RC_S059_E1.50","RSC-199","CS180626100059","Pvalb Tpbg","Pvalb"
"3431","mIVSCC-MET",823281815,"Pvalb-IRES-Cre;Ai14-442768.06.01.01","left","VISpm5",442768,"Pvalb-IRES-Cre;Ai14-442768","M","P55",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,823281747,"SM.GE4RC_S061_E1.50","RSC-199","CS180626100056","Pvalb Gpr149 Islr","Pvalb"
"3432","mIVSCC-MET",823290814,"Pvalb-IRES-Cre;Ai14-442768.06.01.02","left","VISp4",442768,"Pvalb-IRES-Cre;Ai14-442768","M","P55",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,823290708,"SM.GE4RC_S062_E1.50","RSC-199","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"3433","mIVSCC-MET",823318711,"Pvalb-IRES-Cre;Ai14-442768.06.01.04","left","VISp5",442768,"Pvalb-IRES-Cre;Ai14-442768","M","P55",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,823318666,"SM.GE4RC_S063_E1.50","RSC-199","CS180626100056","Pvalb Gpr149 Islr","Pvalb"
"3434","mIVSCC-MET",823580102,"Pvalb-IRES-Cre;Ai14-442769.03.01.01","left","VISp5",442769,"Pvalb-IRES-Cre;Ai14-442769","F","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,823579683,"SM.GE4RC_S070_E1.50","RSC-199","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"3435","mIVSCC-MET",823594655,"Pvalb-IRES-Cre;Ai14-442769.04.02.01","right","VISp2/3",442769,"Pvalb-IRES-Cre;Ai14-442769","F","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,823594282,"SM.GE4RC_S077_E1.50","RSC-199","CS180626100059","Pvalb Tpbg","Pvalb"
