"","project","cell_specimen_id","cell_specimen_name","hemisphere","structure","donor_id","donor_name","biological_sex","age","ethnicity","medical_conditions","full_genotype","dendrite_type","apical_dendrite_status","neuron_reconstruction_type","cell_soma_normalized_depth","depth_from_pia_um","ephys_session_id","transcriptomics_sample_id","transcriptomics_batch","corresponding_AIT2.3.1_ID","corresponding_AIT2.3.1_alias","subclass"
"1110","mIVSCC-MET",697999392,"Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-389210.04.01.02","left","VISp5",389210,"Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-389210","M","P56",NA,NA,"Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,697999112,"SM.GE8X4_S122_E1.50","RSC-159","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"1111","mIVSCC-MET",698027101,"Pvalb-IRES-Cre;Ai14-389353.04.02.01","right","VISp5",389353,"Pvalb-IRES-Cre;Ai14-389353","M","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,698026899,"SM.GE8X4_S128_E1.50","RSC-159","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"1112","mIVSCC-MET",698042345,"Pvalb-IRES-Cre;Ai14-389353.04.02.02","right","VISp6a",389353,"Pvalb-IRES-Cre;Ai14-389353","M","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.842282557214595,NA,698042123,"SM.GE8X4_S129_E1.50","RSC-159","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"1113","mIVSCC-MET",698077857,"Pvalb-IRES-Cre;Ai14-389353.02.01.01","left","VISp6a",389353,"Pvalb-IRES-Cre;Ai14-389353","M","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,698077341,"SM.GE8X4_S123_E1.50","RSC-159","","",""
"1114","mIVSCC-MET",698086962,"Pvalb-IRES-Cre;Ai14-389353.05.02.01","right","VISp4",389353,"Pvalb-IRES-Cre;Ai14-389353","M","P56",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.507713747794387,NA,698086784,"SM.GE8X4_S133_E1.50","RSC-159","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"1115","mIVSCC-MET",698234075,"Slc17a8-iCre;Ai14-387905.06.02.01","right","VISp2/3",387905,"Slc17a8-iCre;Ai14-387905","F","P63",NA,NA,"Slc17a8-iCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,698233999,"SM.GE8X4_S134_E1.50","RSC-159","CS180626100030","Sst Chodl","Sst"
"1116","mIVSCC-MET",698504012,"Pvalb-IRES-Cre;Ai14-389356.05.02.01","right","VISp6a",389356,"Pvalb-IRES-Cre;Ai14-389356","F","P57",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,698503862,"SM.GE8X4_S148_E1.50","RSC-159","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"1117","mIVSCC-MET",698509705,"Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-390749.02.01.01","left","VISp1",390749,"Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-390749","F","P48",NA,NA,"Vipr2-IRES2-Cre/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,698509566,"SM.GE8X4_S135_E1.50","RSC-159","CS180626100060","Pvalb Vipr2","Pvalb"
"1118","mIVSCC-MET",698570301,"Pvalb-IRES-Cre;Ai14-389356.03.02.01","right","VISp5",389356,"Pvalb-IRES-Cre;Ai14-389356","F","P57",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.643401703090679,NA,698570150,"SM.GE8X4_S140_E1.50","RSC-159","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"1119","mIVSCC-MET",698586385,"Pvalb-IRES-Cre;Ai14-389356.03.02.02","right","VISp6a",389356,"Pvalb-IRES-Cre;Ai14-389356","F","P57",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.82378122349645,NA,698586157,"SM.GE8X4_S141_E1.50","RSC-159","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"1120","mIVSCC-MET",698614902,"Pvalb-IRES-Cre;Ai14-389356.03.02.03","right","VISp5",389356,"Pvalb-IRES-Cre;Ai14-389356","F","P57",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,698614672,"SM.GE8X4_S142_E1.50","RSC-159","CS180626100053","Pvalb Akr1c18 Ntf3","Pvalb"
"1121","mIVSCC-MET",698636803,"Pvalb-IRES-Cre;Ai14-389356.03.02.04","right","VISp4",389356,"Pvalb-IRES-Cre;Ai14-389356","F","P57",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,698636638,"SM.GE8X4_S143_E1.50","RSC-159","CS180626100058","Pvalb Reln Itm2a","Pvalb"
"1122","mIVSCC-MET",698725237,"Slc17a8-IRES2-Cre;Ai14-390757.03.02.02","right","VISp5",390757,"Slc17a8-IRES2-Cre;Ai14-390757","F","P48",NA,NA,"Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,698725182,"SM.GE8X4_S152_E1.50","RSC-159","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"1123","mIVSCC-MET",699448311,"Pvalb-IRES-Cre;Ai14-389359.04.01.01","left","VISpm4",389359,"Pvalb-IRES-Cre;Ai14-389359","F","P59",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.41906285949448,NA,699448104,"SM.GE8X4_S160_E1.50","RSC-159","CS180626100059","Pvalb Tpbg","Pvalb"
"1124","mIVSCC-MET",699495755,"Pvalb-IRES-Cre;Ai14-389359.04.01.02","left","VISam4",389359,"Pvalb-IRES-Cre;Ai14-389359","F","P59",NA,NA,"Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.366776965144967,NA,699495426,"SM.GE8X4_S161_E1.50","RSC-159","CS180626100059","Pvalb Tpbg","Pvalb"
"1125","mIVSCC-MET",699788826,"Slc17a8-IRES2-Cre;Ai14-390758.01.02.01","right","VISp6a",390758,"Slc17a8-IRES2-Cre;Ai14-390758","F","P50",NA,NA,"Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,699788760,"SM.GE8X4_S163_E1.50","RSC-159","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"1126","mIVSCC-MET",699805220,"Slc17a8-IRES2-Cre;Ai14-390758.01.02.02","right","VISp5",390758,"Slc17a8-IRES2-Cre;Ai14-390758","F","P50",NA,NA,"Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,699805146,"SM.GE8X4_S164_E1.50","RSC-159","CS180626100053","Pvalb Akr1c18 Ntf3","Pvalb"
"1127","mIVSCC-MET",700105125,"Sst-IRES-Cre;Ai14-391341.04.01.01","left","VISp6a",391341,"Sst-IRES-Cre;Ai14-391341","F","P50",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,700104990,"SM.GE8X7_S127_E1.50","RSC-159","CS180626100048","Sst Rxfp1 Eya1","Sst"
"1128","mIVSCC-MET",700161354,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-391467.02.01.01","left","VISp1",391467,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-391467","F","P51",NA,NA,"Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,700161202,"SM.GE8X7_S128_E1.50","RSC-159","CS180626100005","Lamp5 Plch2 Dock5","Lamp5"
"1129","mIVSCC-MET",700162028,"Sst-IRES-Cre;Ai14-391341.04.02.01","right","VISp5",391341,"Sst-IRES-Cre;Ai14-391341","F","P50",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,700161733,"SM.GE8X4_S188_E1.50","RSC-159","CS180626100035","Sst Calb2 Pdlim5","Sst"
"1130","mIVSCC-MET",700193566,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-391467.02.01.02","left","VISp1",391467,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-391467","F","P51",NA,NA,"Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,700193433,"SM.GE8X7_S129_E1.50","RSC-159","CS180626100004","Lamp5 Ntn1 Npy2r","Lamp5"
"1131","mIVSCC-MET",700193920,"Sst-IRES-Cre;Ai14-391341.04.02.02","right","VISp5",391341,"Sst-IRES-Cre;Ai14-391341","F","P50",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,700193649,"SM.GE8X4_S189_E1.50","RSC-159","CS180626100035","Sst Calb2 Pdlim5","Sst"
"1132","mIVSCC-MET",700264920,"Sst-IRES-Cre;Ai14-391341.03.02.01","right","VISp5",391341,"Sst-IRES-Cre;Ai14-391341","F","P50",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,700264563,"SM.GE8X4_S186_E1.50","RSC-159","CS180626100046","Sst Esm1","Sst"
"1133","mIVSCC-MET",700278065,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-391467.03.01.01","left","VISl1",391467,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-391467","F","P51",NA,NA,"Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,700277943,"SM.GE8X7_S130_E1.50","RSC-159","CS180626100003","Lamp5 Fam19a1 Tmem182","Lamp5"
"1134","mIVSCC-MET",700334729,"Sst-IRES-Cre;Ai14-391341.03.02.02","right","VISp6a",391341,"Sst-IRES-Cre;Ai14-391341","F","P50",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,700334572,"SM.GE8X4_S187_E1.50","RSC-159","CS180626100047","Sst Tac2 Tacstd2","Sst"
"1135","mIVSCC-MET",700341279,"Sst-IRES-Cre;Ai14-391341.05.02.01","right","VISp6a",391341,"Sst-IRES-Cre;Ai14-391341","F","P50",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,700341113,"SM.GE8X7_S132_E1.50","RSC-159","CS180626100050","Sst Nts","Sst"
"1136","mIVSCC-MET",700341530,"Vip-IRES-Cre;Ai14-390928.03.02.01","right","VISp2/3",390928,"Vip-IRES-Cre;Ai14-390928","M","P53",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,700341339,"SM.GE8X4_S190_E1.50","RSC-159","CS180626100021","Vip Ptprt Pkp2","Vip"
"1137","mIVSCC-MET",700357513,"Vip-IRES-Cre;Ai14-390928.03.02.02","right","VISp2/3",390928,"Vip-IRES-Cre;Ai14-390928","M","P53",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,700357424,"SM.GE8X4_S191_E1.50","RSC-159","CS180626100028","Vip Crispld2 Kcne4","Vip"
"1138","mIVSCC-MET",700390241,"Vip-IRES-Cre;Ai14-390928.04.02.01","right","VISp2/3",390928,"Vip-IRES-Cre;Ai14-390928","M","P53",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.307863871619585,NA,700390226,"SM.GE8X7_S124_E1.50","RSC-159","CS180626100021","Vip Ptprt Pkp2","Vip"
"1139","mIVSCC-MET",700413526,"Vip-IRES-Cre;Ai14-390928.04.02.02","right","VISp5",390928,"Vip-IRES-Cre;Ai14-390928","M","P53",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.684910516215202,NA,700413501,"SM.GE8X7_S125_E1.50","RSC-159","CS180626100019","Vip Lmo1 Fam159b","Vip"
"1140","mIVSCC-MET",700413556,"Vip-IRES-Cre;Ai14-390928.02.01.01","left","VISp4",390928,"Vip-IRES-Cre;Ai14-390928","M","P53",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,700413541,"SM.GE8X7_S134_E1.50","RSC-159","CS180626100019","Vip Lmo1 Fam159b","Vip"
"1141","mIVSCC-MET",700420784,"Vip-IRES-Cre;Ai14-390928.02.01.02","left","VISp4",390928,"Vip-IRES-Cre;Ai14-390928","M","P53",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,700420769,"SM.GE8X7_S135_E1.50","RSC-159","CS180626100027","Vip Crispld2 Htr2c","Vip"
"1142","mIVSCC-MET",700455340,"Vip-IRES-Cre;Ai14-390928.02.01.03","left","VISp1",390928,"Vip-IRES-Cre;Ai14-390928","M","P53",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,700455325,"SM.GE8X7_S136_E1.50","RSC-159","CS180626100028","Vip Crispld2 Kcne4","Vip"
"1143","mIVSCC-MET",700470340,"Vip-IRES-Cre;Ai14-390928.02.01.04","left","VISp2/3",390928,"Vip-IRES-Cre;Ai14-390928","M","P53",NA,NA,"Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,700470325,"SM.GE8X7_S137_E1.50","RSC-159","CS180626100021","Vip Ptprt Pkp2","Vip"
"1144","mIVSCC-MET",700658027,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391571.04.01.02","left","VISp6a",391571,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391571","M","P50",NA,NA,"Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,700657825,"SM.GE8X7_S160_E1.50","RSC-159","CS180626100030","Sst Chodl","Sst"
"1145","mIVSCC-MET",700661679,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391571.04.02.02","right","VISp6a",391571,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391571","M","P50",NA,NA,"Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,700661473,"SM.GE8X7_S151_E1.50","RSC-159","CS180626100030","Sst Chodl","Sst"
"1146","mIVSCC-MET",700674095,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391571.04.01.03","left","VISp6a",391571,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391571","M","P50",NA,NA,"Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,700673906,"SM.GE8X7_S169_E1.50","RSC-159","CS180626100030","Sst Chodl","Sst"
"1147","mIVSCC-MET",700729949,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391571.03.02.01","right","VISp6a",391571,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391571","M","P50",NA,NA,"Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,700729786,"SM.GE8X7_S178_E1.50","RSC-159","CS180626100030","Sst Chodl","Sst"
"1148","mIVSCC-MET",701072703,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572.03.01.01","left","VISpl5",391572,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572","M","P51",NA,NA,"Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,701072667,"SM.GE8WX_S032_E1.50","RSC-160","CS180626100030","Sst Chodl","Sst"
"1149","mIVSCC-MET",701073003,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572.03.02.02","right","VISp6a",391572,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572","M","P51",NA,NA,"Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,701072969,"SM.GE8X7_S189_E1.50","RSC-159","CS180626100030","Sst Chodl","Sst"
"1150","mIVSCC-MET",701073396,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572.04.01.01","left","VISp5",391572,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572","M","P51",NA,NA,"Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,701073368,"SM.GE8WX_S038_E1.50","RSC-160","CS180626100030","Sst Chodl","Sst"
"1151","mIVSCC-MET",701075567,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572.05.02.01","right","VISp5",391572,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572","M","P51",NA,NA,"Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"full",0.540072007387999,NA,701075486,"SM.GE8WX_S039_E1.50","RSC-160","CS180626100030","Sst Chodl","Sst"
"1152","mIVSCC-MET",701077452,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572.05.02.02","right","VISp5",391572,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572","M","P51",NA,NA,"Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,701077433,"SM.GE8WX_S040_E1.50","RSC-160","CS180626100030","Sst Chodl","Sst"
"1153","mIVSCC-MET",701140434,"Slc17a8-IRES2-Cre;Ai14-390760.02.01.01","left","VISp6a",390760,"Slc17a8-IRES2-Cre;Ai14-390760","F","P55",NA,NA,"Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.793226685578094,NA,701140266,"SM.GE8WX_S042_E1.50","RSC-160","CS180626100055","Pvalb Sema3e Kank4","Pvalb"
"1154","mIVSCC-MET",701141837,"Slc17a8-IRES2-Cre;Ai14-390760.03.02.02","right","VISp6a",390760,"Slc17a8-IRES2-Cre;Ai14-390760","F","P55",NA,NA,"Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,701141690,"SM.GE8WX_S029_E1.50","RSC-160","CS180626100044","Sst Crhr2 Efemp1","Sst"
"1155","mIVSCC-MET",701148434,"Htr3a-Cre_NO152;Ai14-390981.05.01.01","left","VISp1",390981,"Htr3a-Cre_NO152;Ai14-390981","F","P54",NA,NA,"Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,701148353,"SM.GE8WX_S036_E1.50","RSC-160","CS180626100006","Lamp5 Lsp1","Lamp5"
"1156","mIVSCC-MET",701152294,"Htr3a-Cre_NO152;Ai14-390981.04.02.01","right","VISp2/3",390981,"Htr3a-Cre_NO152;Ai14-390981","F","P54",NA,NA,"Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,701152117,"SM.GE8X7_S186_E1.50","RSC-159","CS180626100006","Lamp5 Lsp1","Lamp5"
"1157","mIVSCC-MET",701155312,"Htr3a-Cre_NO152;Ai14-390981.03.02.01","right","VISp2/3",390981,"Htr3a-Cre_NO152;Ai14-390981","F","P54",NA,NA,"Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,701155178,"SM.GE8WX_S030_E1.50","RSC-160","CS180626100006","Lamp5 Lsp1","Lamp5"
"1158","mIVSCC-MET",701163677,"Htr3a-Cre_NO152;Ai14-390981.04.02.02","right","VISp2/3",390981,"Htr3a-Cre_NO152;Ai14-390981","F","P54",NA,NA,"Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,701163502,"SM.GE8X7_S187_E1.50","RSC-159","CS180626100004","Lamp5 Ntn1 Npy2r","Lamp5"
"1159","mIVSCC-MET",701239541,"Slc17a8-IRES2-Cre;Ai14-390760.02.02.02","right","VISp6a",390760,"Slc17a8-IRES2-Cre;Ai14-390760","F","P55",NA,NA,"Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,701239357,"SM.GE8WX_S046_E1.50","RSC-160","CS180626100048","Sst Rxfp1 Eya1","Sst"
"1160","mIVSCC-MET",701605755,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391574.04.01.01","left","VISp6a",391574,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391574","F","P51",NA,NA,"Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,701605740,"SM.GE8WX_S056_E1.50","RSC-160","CS180626100030","Sst Chodl","Sst"
"1161","mIVSCC-MET",701630221,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391574.04.01.02","left","VISp5",391574,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391574","F","P51",NA,NA,"Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,701630129,"SM.GE8WX_S057_E1.50","RSC-160","CS180626100030","Sst Chodl","Sst"
"1162","mIVSCC-MET",701684250,"Htr3a-Cre_NO152;Ai14-390983.04.02.01","right","VISp4",390983,"Htr3a-Cre_NO152;Ai14-390983","F","P54",NA,NA,"Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,701684032,"SM.GE8WX_S050_E1.50","RSC-160","CS180626100006","Lamp5 Lsp1","Lamp5"
"1163","mIVSCC-MET",701737170,"Htr3a-Cre_NO152;Ai14-390983.03.01.03","left","VISp6a",390983,"Htr3a-Cre_NO152;Ai14-390983","F","P54",NA,NA,"Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,701736687,"SM.GE8WX_S060_E1.50","RSC-160","CS180626100006","Lamp5 Lsp1","Lamp5"
"1164","mIVSCC-MET",701750976,"Htr3a-Cre_NO152;Ai14-390983.04.02.02","right","VISpm5",390983,"Htr3a-Cre_NO152;Ai14-390983","F","P54",NA,NA,"Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,701750678,"SM.GE8WX_S051_E1.50","RSC-160","CS180626100011","Sncg Vip Itih5","Sncg"
"1165","mIVSCC-MET",701751335,"Htr3a-Cre_NO152;Ai14-390983.04.01.01","left","VISp2/3",390983,"Htr3a-Cre_NO152;Ai14-390983","F","P54",NA,NA,"Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,701751126,"SM.GE8WX_S065_E1.50","RSC-160","CS180626100004","Lamp5 Ntn1 Npy2r","Lamp5"
"1166","mIVSCC-MET",702027710,"Sst-IRES-Cre;Ai14-391339.04.01.01","left","VISp6a",391339,"Sst-IRES-Cre;Ai14-391339","M","P53",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,702027391,"SM.GE8WX_S047_E1.50","RSC-160","CS180626100047","Sst Tac2 Tacstd2","Sst"
"1167","mIVSCC-MET",702051128,"Sst-IRES-Cre;Ai14-391339.05.02.02","right","VISl5",391339,"Sst-IRES-Cre;Ai14-391339","M","P53",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.729044682658598,NA,702050918,"SM.GE8WX_S053_E1.50","RSC-160","CS180626100046","Sst Esm1","Sst"
"1168","mIVSCC-MET",702062326,"Sst-IRES-Cre;Ai14-391339.04.01.02","left","VISp5",391339,"Sst-IRES-Cre;Ai14-391339","M","P53",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,702061956,"SM.GE8WX_S048_E1.50","RSC-160","CS180626100043","Sst Hpse Cbln4","Sst"
"1169","mIVSCC-MET",702082762,"Sst-IRES-Cre;Ai14-391339.04.02.02","right","VISl5",391339,"Sst-IRES-Cre;Ai14-391339","M","P53",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,702082496,"SM.GE8WX_S062_E1.50","RSC-160","CS180626100044","Sst Crhr2 Efemp1","Sst"
"1170","mIVSCC-MET",702100037,"Sst-IRES-Cre;Ai14-391339.03.02.01","right","VISp6a",391339,"Sst-IRES-Cre;Ai14-391339","M","P53",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,702099849,"SM.GE8WX_S054_E1.50","RSC-160","CS180626100044","Sst Crhr2 Efemp1","Sst"
"1171","mIVSCC-MET",702124545,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391574.03.02.01","right","VISli6a",391574,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391574","F","P51",NA,NA,"Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,NA,702124385,"SM.GE8WX_S049_E1.50","RSC-160","CS180626100030","Sst Chodl","Sst"
"1172","mIVSCC-MET",703133631,"Sst-IRES-Cre;Ai14-392696.03.01.01","left","VISp5",392696,"Sst-IRES-Cre;Ai14-392696","M","P52",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,703133502,"SM.GE8WX_S082_E1.50","RSC-160","CS180626100043","Sst Hpse Cbln4","Sst"
"1173","mIVSCC-MET",703141516,"Sst-IRES-Cre;Ai14-392696.03.02.01","right","VISl6b",392696,"Sst-IRES-Cre;Ai14-392696","M","P52",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,703141253,"SM.GE8WX_S073_E1.50","RSC-160","CS180626100030","Sst Chodl","Sst"
"1174","mIVSCC-MET",703154406,"Sst-IRES-Cre;Ai14-392696.03.01.02","left","VISl5",392696,"Sst-IRES-Cre;Ai14-392696","M","P52",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,703154211,"SM.GE8WX_S083_E1.50","RSC-160","CS180626100035","Sst Calb2 Pdlim5","Sst"
"1175","mIVSCC-MET",703158517,"Sst-IRES-Cre;Ai14-392696.03.02.02","right","VISp6a",392696,"Sst-IRES-Cre;Ai14-392696","M","P52",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,703158430,"SM.GE8WX_S074_E1.50","RSC-160","CS180626100046","Sst Esm1","Sst"
"1176","mIVSCC-MET",703165931,"Sst-IRES-Cre;Ai14-392696.04.02.02","right","VISl2/3",392696,"Sst-IRES-Cre;Ai14-392696","M","P52",NA,NA,"Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,NA,703165715,"SM.GE8WX_S092_E1.50","RSC-160","CS180626100035","Sst Calb2 Pdlim5","Sst"
